,Round,TeamA_NeutralG,TeamB_NeutralG,TeamA_AvgTotBlk,TeamB_AvgTotBlk,TeamA_AvgTotOppAst,TeamB_AvgTotOppAst,TeamA_AvgTotStl,TeamB_AvgTotStl,TeamA_Seed,TeamB_Seed,TeamA_TotOppDR,TeamB_TotOppDR,TeamA_TotOppFTM,TeamB_TotOppFTM,TeamA_TotPF,TeamB_TotPF,TeamA_AvgTotFGA3,TeamB_AvgTotFGA3,TeamA_TotOppScore,TeamB_TotOppScore,TeamA_TotOppStl,TeamB_TotOppStl,TeamA_AvgTotDR,TeamB_AvgTotDR,TeamA_TotTO,TeamB_TotTO,TeamA_AvgTotFGA,TeamB_AvgTotFGA,TeamA_TotOppOR,TeamB_TotOppOR,TeamA_TotOppBlk,TeamB_TotOppBlk,TeamA_TotFTA,TeamB_TotFTA,TeamA_AvgTotOppFGA3,TeamB_AvgTotOppFGA3,TeamA_HomeL,TeamB_HomeL,TeamA_AwayL,TeamB_AwayL,TeamA_NeutralW,TeamB_NeutralW,TeamA_AvgTotFGM3,TeamB_AvgTotFGM3,TeamA_TotL,TeamB_TotL,TeamA_TotOppPF,TeamB_TotOppPF,TeamA_TotStl,TeamB_TotStl,TeamA_TotOppFGA,TeamB_TotOppFGA,TeamA_TotOppAst,TeamB_TotOppAst,TeamA_TotFTM,TeamB_TotFTM,TeamA_TotAst,TeamB_TotAst,TeamA_NeutralL,TeamB_NeutralL,TeamA_TotBlk,TeamB_TotBlk,TeamA_TotOppFGA3,TeamB_TotOppFGA3,TeamA_HomeW,TeamB_HomeW,TeamA_AvgTotAst,TeamB_AvgTotAst,TeamA_AvgTotOppOR,TeamB_AvgTotOppOR,TeamA_AvgTotOppStl,TeamB_AvgTotOppStl,TeamA_AvgTotOppFGA,TeamB_AvgTotOppFGA,TeamA_TotOppFTA,TeamB_TotOppFTA,TeamA_TotDR,TeamB_TotDR,TeamA_AvgTotOppBlk,TeamB_AvgTotOppBlk,TeamA_TotOppFGM3,TeamB_TotOppFGM3,TeamA_TotOppFGM,TeamB_TotOppFGM,TeamA_AwayW,TeamB_AwayW,TeamA_AvgTotOppFGM3,TeamB_AvgTotOppFGM3,TotFGM3_diff,TotFGM3_ratio,TotFGA3_diff,TotFGA3_ratio,TotOR_diff,TotOR_ratio,TotOppTO_diff,TotOppTO_ratio,TotG_diff,TotG_ratio,AvgTotFTM_diff,AvgTotFTM_ratio,AvgTotFTA_diff,AvgTotFTA_ratio,AvgTotOR_diff,AvgTotOR_ratio,AvgTotTO_diff,AvgTotTO_ratio,AvgTotPF_diff,AvgTotPF_ratio,AvgTotOppScore_diff,AvgTotOppScore_ratio,AvgTotOppFGM_diff,AvgTotOppFGM_ratio,AvgTotOppFTA_diff,AvgTotOppFTA_ratio,AvgTotOppTO_diff,AvgTotOppTO_ratio,AvgTotOppPF_diff,AvgTotOppPF_ratio,TotScore_ratio,TotFGM_ratio,TotFGA_ratio,TotW_ratio,WinPct_ratio,AvgTotScore_ratio,AvgTotFGM_ratio,AvgTotOppFTM_ratio,AvgTotOppDR_ratio,Seed_diff,TeamA_Result,Round * TeamA_Seed,Round * Seed_diff
305,3,7,6,4.6,3.9,13.0,11.8,8.4,5.5,1,5,715,745,393,428,588,606,15.8,14.0,2316,2211,258,209,27.3,24.7,474,500,62.4,53.5,390,426,135,93,844,707,20.0,21.6,1,3,4,6,6,4,5.8,5.6,6,11,713,689,285,187,2071,1980,442,400,597,500,634,436,1,2,156,134,680,736,16,15,18.6,12.8,11.5,12.5,7.6,6.1,60.9,58.2,596,612,928,839,4.0,2.7,227,235,848,774,6,4,6.7,6.9,4,1.0208333333333333,61,1.1281512605042017,139,1.4384858044164037,58,1.1164658634538152,0,1.0,2.900000000000002,1.197278911564626,4.0,1.1923076923076923,4.1,1.4408602150537633,-0.7999999999999989,0.9455782312925171,-0.5,0.9719101123595506,3.0999999999999943,1.0476923076923077,2.099999999999998,1.0921052631578947,-0.5,0.9722222222222222,1.799999999999999,1.1232876712328765,0.6999999999999993,1.0344827586206897,1.207990115321252,1.2327188940092166,1.1672167216721672,1.2173913043478262,1.2173913051190925,1.2086834733893557,1.2352941176470589,0.9206349206349206,0.9589041095890412,-4,1,3,-12
306,3,4,6,5.9,3.2,12.5,14.7,6.8,9.8,1,5,703,821,264,502,448,634,20.5,25.4,1985,2382,169,207,24.5,22.0,388,467,55.7,62.5,382,381,82,132,647,751,21.0,19.7,0,0,3,7,4,3,7.5,8.9,3,10,574,658,225,314,1892,1822,414,470,450,491,514,495,0,3,196,103,692,629,19,16,15.6,15.5,11.6,11.9,5.1,6.5,57.3,56.9,387,693,809,703,2.5,4.1,219,216,751,832,7,3,6.6,6.8,-40,0.8601398601398601,-135,0.833743842364532,-66,0.8482758620689655,-147,0.759016393442623,1,1.03125,-1.700000000000001,0.8888888888888888,-3.8999999999999986,0.8340425531914895,-2.4000000000000004,0.8235294117647058,-2.799999999999999,0.8082191780821919,-6.200000000000001,0.6868686868686869,-14.200000000000003,0.8091397849462365,-3.1999999999999993,0.8769230769230769,-10.0,0.5391705069124424,-5.100000000000001,0.7329842931937173,-3.200000000000003,0.8446601941747571,0.9533150255001962,0.9785553047404063,0.919,1.3636363636363635,1.3223140494545456,0.9234629861982433,0.9494584837545127,0.5095541401273885,0.8287937743190662,-4,1,3,-12
307,3,7,3,4.8,1.9,10.6,9.6,7.1,5.0,1,5,644,664,356,429,533,599,17.6,24.5,2093,1765,235,105,26.1,20.9,476,286,54.2,50.0,371,308,90,79,751,640,17.5,15.4,0,2,4,4,6,3,7.2,9.0,5,6,627,616,241,155,1939,1463,360,298,511,486,536,381,1,0,164,58,596,476,18,14,15.8,12.3,10.9,9.9,6.9,3.4,57.0,47.2,553,627,887,649,2.6,2.5,171,156,783,590,5,8,5.0,5.0,-35,0.8745519713261649,-160,0.7889182058047494,98,1.3512544802867383,53,1.1308641975308642,3,1.096774193548387,-0.6999999999999993,0.9554140127388535,1.5,1.0728155339805825,2.0999999999999996,1.2333333333333334,4.800000000000001,1.5217391304347827,-3.6000000000000014,0.8134715025906735,4.700000000000003,1.0826010544815465,4.0,1.2105263157894737,-3.8999999999999986,0.806930693069307,0.40000000000000036,1.0305343511450382,-1.5,0.9246231155778895,1.273972602739726,1.4363905325443787,1.1897998708844415,1.16,1.0576470581130824,1.1610541727672035,1.3119266055045873,0.7608695652173912,0.883177570093458,-4,1,3,-12
308,3,6,6,6.7,3.3,11.1,9.6,8.9,6.4,1,4,719,637,424,491,634,652,15.6,16.8,2075,1835,223,211,27.3,20.1,476,447,59.3,46.8,398,260,107,84,732,676,20.5,14.4,2,0,2,4,6,4,6.0,6.2,4,6,652,633,303,204,1910,1394,376,306,488,468,570,371,0,2,227,105,696,462,16,12,16.8,11.6,11.7,8.1,6.6,6.6,56.2,43.6,637,691,929,643,3.1,2.6,223,166,714,589,8,10,6.6,5.2,4,1.020100502512563,-7,0.987012987012987,144,1.48,90,1.187110187110187,2,1.0625,-0.1999999999999993,0.9863013698630138,0.3999999999999986,1.018957345971564,3.6999999999999993,1.3936170212765957,0.0,1.0,-1.7999999999999972,0.911764705882353,3.700000000000003,1.0645724258289704,2.6000000000000014,1.1413043478260871,-2.900000000000002,0.8657407407407407,1.8000000000000007,1.12,-0.6000000000000014,0.9696969696969696,1.317037037037037,1.455081001472754,1.3475935828877006,1.1538461538461537,1.0859728504615385,1.2385466034755135,1.3726415094339623,0.8169934640522876,1.0603015075376885,-3,1,3,-9
309,3,3,3,5.0,2.6,10.7,13.7,5.2,7.4,2,6,515,724,369,381,528,510,17.2,24.5,1820,2144,222,195,22.5,23.1,440,374,48.4,58.1,366,348,71,98,588,567,19.4,21.4,3,3,3,6,3,1,6.3,9.2,6,11,571,527,167,221,1645,1724,343,411,422,413,459,500,0,2,161,78,621,643,14,14,14.3,16.7,11.4,11.6,6.9,6.5,51.4,57.5,520,539,721,693,2.2,3.3,191,221,630,771,9,4,6.0,7.4,-74,0.730909090909091,-187,0.7459239130434783,40,1.131578947368421,-62,0.8660907127429806,2,1.0666666666666667,-0.6000000000000014,0.9565217391304347,-0.5,0.9735449735449735,0.7000000000000011,1.0693069306930694,1.3000000000000007,1.104,-0.5,0.9705882352941176,-14.600000000000001,0.7958041958041958,-6.0,0.7665369649805447,-1.6999999999999993,0.9055555555555556,-2.9000000000000004,0.8116883116883117,0.1999999999999993,1.0113636363636362,0.9643485915492958,0.98989898989899,0.8881239242685026,1.368421052631579,1.282894737517313,0.904887714663144,0.9280303030303031,0.9055118110236221,0.6680497925311204,-4,1,6,-12
310,3,3,2,5.9,3.4,10.4,11.2,9.8,6.8,2,3,744,617,510,443,652,605,21.8,15.5,2057,1835,188,154,25.1,25.5,448,388,60.9,53.9,394,340,128,86,851,677,15.9,19.1,0,1,2,3,2,0,7.7,6.5,3,6,689,610,324,210,1793,1636,342,346,519,490,497,558,1,2,195,105,524,591,19,18,15.1,18.0,11.9,11.0,5.7,5.0,54.3,52.8,764,628,829,792,3.9,2.8,165,176,691,608,9,7,5.0,5.7,51,1.2524752475247525,241,1.5031315240083507,172,1.5443037974683544,130,1.2795698924731183,2,1.064516129032258,-0.10000000000000142,0.9936708860759492,4.0,1.18348623853211,4.600000000000001,1.450980392156863,1.0999999999999996,1.088,0.3000000000000007,1.0153846153846153,3.0999999999999943,1.0523648648648647,1.2999999999999972,1.0663265306122447,2.8999999999999986,1.1428571428571428,3.0,1.2,1.1999999999999993,1.0609137055837563,1.10989010989011,1.10752688172043,1.201555023923445,1.2,1.1272727270247274,1.0432503276539973,1.0407407407407407,1.083916083916084,1.1306532663316584,-1,1,6,-3
311,3,4,5,3.3,3.5,12.3,12.1,7.4,5.3,2,3,625,693,323,415,480,560,18.5,16.2,1817,2123,148,170,21.8,23.6,366,398,55.6,54.9,277,368,81,102,541,680,14.3,19.0,0,2,4,3,3,3,6.8,6.1,5,7,522,611,221,181,1553,1841,368,410,351,453,438,593,1,2,99,118,428,646,16,16,14.6,17.4,9.2,10.8,4.9,5.0,51.8,54.1,444,576,655,801,2.7,3.0,148,200,673,754,6,8,4.9,5.9,-2,0.9902912621359223,5,1.009090909090909,-83,0.8,38,1.0896226415094339,-4,0.8823529411764706,-1.6000000000000014,0.8796992481203006,-2.0,0.9,-1.0999999999999996,0.9098360655737705,0.5,1.0427350427350428,-0.5,0.9696969696969697,-1.7999999999999972,0.9711538461538461,0.1999999999999993,1.009009009009009,-2.099999999999998,0.8757396449704143,2.9000000000000004,1.232,-0.6000000000000014,0.9666666666666666,0.892517569243489,0.9113636363636364,0.8934689507494646,0.9259259259259259,1.0493827157073616,1.0126582278481013,1.0308880308880308,0.8852459016393444,1.019607843137255,-1,1,6,-3
312,3,4,1,2.1,5.6,12.4,11.5,7.1,8.2,3,7,719,767,360,440,529,593,24.6,21.1,2176,2208,193,161,22.8,22.6,416,377,58.3,59.3,340,402,136,86,631,656,18.1,18.2,2,1,5,5,4,1,9.5,7.7,7,6,602,602,235,269,1847,1830,410,379,474,467,471,490,0,0,68,185,598,602,16,18,14.3,14.8,10.3,12.2,5.8,4.9,56.0,55.5,521,627,754,746,4.1,2.6,188,204,814,782,6,8,5.7,6.2,60,1.2371541501976284,117,1.168103448275862,5,1.0125628140703518,-15,0.9707602339181286,0,1.0,0.20000000000000107,1.0140845070422535,-0.7999999999999972,0.9597989949748745,0.09999999999999964,1.0082644628099173,1.1999999999999993,1.1052631578947367,-2.0,0.8888888888888888,-1.0,0.9850523168908819,1.0,1.0421940928270041,-3.1999999999999993,0.8315789473684211,-0.40000000000000036,0.9741935483870967,0.0,1.0,1.0181744749596122,0.9874715261958997,0.9841513292433538,0.9629629629629629,0.9629629633251029,1.0186666666666668,0.9887218045112782,0.8195488721804511,0.9396551724137931,-4,1,9,-12
313,4,7,3,4.6,5.0,13.0,10.7,8.4,5.2,1,2,715,515,393,369,588,528,15.8,17.2,2316,1820,258,222,27.3,22.5,474,440,62.4,48.4,390,366,135,71,844,588,20.0,19.4,1,3,4,3,6,3,5.8,6.3,6,6,713,571,285,167,2071,1645,442,343,597,422,634,459,1,0,156,161,680,621,16,14,18.6,14.3,11.5,11.4,7.6,6.9,60.9,51.4,596,520,928,721,4.0,2.2,227,191,848,630,6,9,6.7,6.0,-5,0.9751243781094527,-12,0.9781420765027322,112,1.3255813953488371,155,1.3865336658354115,2,1.0625,4.400000000000002,1.3333333333333335,6.400000000000002,1.347826086956522,2.5999999999999996,1.2407407407407407,0.09999999999999964,1.0072463768115942,0.8000000000000007,1.0484848484848486,11.199999999999996,1.196836555360281,5.199999999999999,1.263959390862944,1.1999999999999993,1.0736196319018405,3.8999999999999986,1.3119999999999998,3.1999999999999993,1.1797752808988764,1.3386581469648562,1.364795918367347,1.3708010335917313,1.0769230769230769,1.013574660923077,1.2598540145985402,1.2857142857142858,1.008695652173913,1.3043478260869563,-1,0,4,-4
314,4,4,3,5.9,5.9,12.5,10.4,6.8,9.8,1,2,703,744,264,510,448,652,20.5,21.8,1985,2057,169,188,24.5,25.1,388,448,55.7,60.9,382,394,82,128,647,851,21.0,15.9,0,0,3,2,4,2,7.5,7.7,3,3,574,689,225,324,1892,1793,414,342,450,519,514,497,0,1,196,195,692,524,19,19,15.6,15.1,11.6,11.9,5.1,5.7,57.3,54.3,387,764,809,829,2.5,3.9,219,165,751,691,7,9,6.6,5.0,-7,0.9723320158102767,-43,0.9402777777777778,-119,0.7561475409836066,-132,0.7781512605042017,0,1.0,-2.0999999999999996,0.8662420382165605,-6.199999999999999,0.7596899224806202,-3.6000000000000014,0.7567567567567567,-1.799999999999999,0.8676470588235294,-6.200000000000001,0.6868686868686869,-2.0999999999999943,0.9662921348314608,1.9000000000000021,1.090909090909091,-11.5,0.5043103448275862,-4.0,0.7777777777777778,-3.5,0.8325358851674641,0.9253617669459253,0.9352750809061489,0.9148830263812843,1.0,1.0,0.9246231155778895,0.9359430604982206,0.5161290322580645,0.9466666666666667,-1,1,4,-4
315,4,7,4,4.8,2.1,10.6,12.4,7.1,7.1,1,3,644,719,356,360,533,529,17.6,24.6,2093,2176,235,193,26.1,22.8,476,416,54.2,58.3,371,340,90,136,751,631,17.5,18.1,0,2,4,5,6,4,7.2,9.5,5,7,627,602,241,235,1939,1847,360,410,511,474,536,471,1,0,164,68,596,598,18,16,15.8,14.3,10.9,10.3,6.9,5.8,57.0,56.0,553,521,887,754,2.6,4.1,171,188,783,814,5,6,5.0,5.7,-69,0.7795527156549521,-215,0.7355473554735548,-26,0.9354838709677419,-40,0.9196787148594378,1,1.0303030303030303,0.5999999999999996,1.0416666666666667,3.0,1.1570680628272252,-1.0999999999999996,0.9098360655737705,1.4000000000000004,1.1111111111111112,-0.3000000000000007,0.98125,-4.300000000000004,0.9347496206373292,-1.6999999999999993,0.9311740890688259,0.5,1.0316455696202531,-1.5999999999999996,0.8940397350993378,0.1999999999999993,1.010989010989011,1.0698135660452202,1.1199538638985005,0.9574025974025974,1.1153846153846154,1.0825791847565263,1.037958115183246,1.0874524714828897,0.963302752293578,0.8669724770642201,-2,1,4,-8
316,4,6,4,6.7,3.3,11.1,12.3,8.9,7.4,1,2,719,625,424,323,634,480,15.6,18.5,2075,1817,223,148,27.3,21.8,476,366,59.3,55.6,398,277,107,81,732,541,20.5,14.3,2,0,2,4,6,3,6.0,6.8,4,5,652,522,303,221,1910,1553,376,368,488,351,570,438,0,1,227,99,696,428,16,16,16.8,14.6,11.7,9.2,6.6,4.9,56.2,51.8,637,444,929,655,3.1,2.7,223,148,714,673,8,6,6.6,4.9,-1,0.9950980392156863,-23,0.9585585585585585,112,1.3373493975903614,109,1.2359307359307359,4,1.1333333333333333,2.700000000000001,1.2307692307692308,3.5,1.1944444444444444,2.0,1.1801801801801801,1.8000000000000007,1.1475409836065575,2.6000000000000014,1.1625,0.3999999999999986,1.0066006600660067,-1.3999999999999986,0.9375000000000001,3.8999999999999986,1.2635135135135134,1.4000000000000004,1.0909090909090908,1.8000000000000007,1.103448275862069,1.2352941176470589,1.231920199501247,1.2079089275014978,1.2,1.0588235296235293,1.088888888888889,1.0898876404494382,1.1574074074074074,1.0144230769230769,-1,0,4,-4
317,5,4,3,5.9,5.0,12.5,10.7,6.8,5.2,1,2,703,515,264,369,448,528,20.5,17.2,1985,1820,169,222,24.5,22.5,388,440,55.7,48.4,382,366,82,71,647,588,21.0,19.4,0,3,3,3,4,3,7.5,6.3,3,6,574,571,225,167,1892,1645,414,343,450,422,514,459,0,0,196,161,692,621,19,14,15.6,14.3,11.6,11.4,5.1,6.9,57.3,51.4,387,520,809,721,2.5,2.2,219,191,751,630,7,9,6.6,6.0,45,1.2238805970149254,128,1.2331511839708562,25,1.072674418604651,62,1.1546134663341645,1,1.03125,0.40000000000000036,1.0303030303030303,1.2000000000000028,1.065217391304348,0.3999999999999986,1.037037037037037,-2.0,0.855072463768116,-2.9000000000000004,0.8242424242424242,3.3000000000000043,1.0579964850615116,3.1000000000000014,1.1573604060913707,-4.600000000000001,0.7177914110429447,1.5,1.12,-0.40000000000000213,0.9775280898876403,1.1090826106800549,1.1058673469387754,1.1873385012919897,1.1538461538461537,1.1188811187692307,1.0744525547445254,1.073469387755102,0.6956521739130435,1.3229813664596273,-1,1,5,-5
318,5,7,4,4.8,3.3,10.6,12.3,7.1,7.4,1,2,644,625,356,323,533,480,17.6,18.5,2093,1817,235,148,26.1,21.8,476,366,54.2,55.6,371,277,90,81,751,541,17.5,14.3,0,0,4,4,6,3,7.2,6.8,5,5,627,522,241,221,1939,1553,360,368,511,351,536,438,1,1,164,99,596,428,18,16,15.8,14.6,10.9,9.2,6.9,4.9,57.0,51.8,553,444,887,655,2.6,2.7,171,148,783,673,5,6,5.0,4.9,40,1.196078431372549,43,1.0774774774774776,45,1.1355421686746987,-4,0.9913419913419913,4,1.1333333333333333,3.3000000000000007,1.2820512820512822,4.100000000000001,1.2277777777777779,0.0,1.0,1.8000000000000007,1.1475409836065575,-0.3000000000000007,0.98125,1.0,1.0165016501650166,0.6000000000000014,1.0267857142857144,1.5,1.1013513513513513,-1.9000000000000004,0.8766233766233766,1.0,1.0574712643678161,1.2491894395553498,1.2107231920199502,1.104254044337927,1.16,1.0235294116094118,1.1013888888888888,1.0711610486891388,0.9722222222222222,0.908653846153846,-1,1,5,-5
319,6,7,4,4.8,5.9,10.6,12.5,7.1,6.8,1,1,644,703,356,264,533,448,17.6,20.5,2093,1985,235,169,26.1,24.5,476,388,54.2,55.7,371,382,90,82,751,647,17.5,21.0,0,0,4,3,6,4,7.2,7.5,5,3,627,574,241,225,1939,1892,360,414,511,450,536,514,1,0,164,196,596,692,18,19,15.8,15.6,10.9,11.6,6.9,5.1,57.0,57.3,553,387,887,809,2.6,2.5,171,219,783,751,5,7,5.0,6.6,-2,0.991869918699187,-79,0.8833087149187593,8,1.021680216802168,-5,0.9892008639308856,1,1.0303030303030303,1.4000000000000004,1.1029411764705883,2.5,1.1275510204081634,-0.09999999999999964,0.9910714285714286,2.1999999999999993,1.1864406779661016,2.0999999999999996,1.1544117647058822,1.3999999999999986,1.0232558139534884,0.1999999999999993,1.0087719298245614,4.600000000000001,1.3931623931623933,-0.5,0.9642857142857143,1.0,1.0574712643678161,1.1098765432098765,1.1199538638985005,1.0027203482045701,0.9666666666666667,0.9382352936938235,1.077445652173913,1.0874524714828897,1.3125,0.8873239436619718,0,1,6,0
320,0,0,6,3.7,2.1,11.0,13.9,7.3,7.0,16,16,755,800,481,454,636,639,16.3,12.6,2128,2248,196,233,23.9,20.2,460,497,54.3,52.2,378,430,91,152,672,658,17.0,19.7,7,5,7,14,0,5,6.0,4.1,14,20,613,627,232,239,1773,1769,352,471,468,472,411,320,0,1,117,70,545,670,8,5,12.8,9.4,11.8,12.6,6.1,6.9,55.4,52.0,684,696,766,687,2.8,4.5,175,236,736,779,10,4,5.5,6.9,53,1.381294964028777,93,1.216279069767442,-54,0.8567639257294429,-75,0.8655913978494624,-2,0.9411764705882353,0.6999999999999993,1.0503597122302157,1.6000000000000014,1.0824742268041239,-1.0,0.9099099099099099,-0.1999999999999993,0.9863013698630138,1.0999999999999979,1.0585106382978722,0.4000000000000057,1.006051437216339,0.10000000000000142,1.0043668122270744,0.8999999999999986,1.0439024390243903,-1.299999999999999,0.9207317073170732,0.8000000000000007,1.0434782608695652,1.0989557434112383,1.1071428571428572,0.9774774774774775,1.2857142857142858,1.3660714281811226,1.1692047377326564,1.174757281553398,1.1194029850746268,1.0042553191489363,0,1,0,0
321,1,5,0,4.6,3.7,13.7,11.0,8.3,7.3,1,16,726,755,372,481,577,636,14.6,16.3,2473,2128,275,196,28.5,23.9,499,460,66.0,54.3,390,378,174,91,878,672,22.4,17.0,2,7,0,7,5,0,5.5,6.0,2,14,716,613,283,232,2190,1773,466,352,662,468,569,411,0,0,156,117,762,545,14,8,16.7,12.8,11.5,11.8,8.1,6.1,64.4,55.4,559,684,969,766,5.1,2.8,253,175,924,736,13,10,7.4,5.5,-4,0.9791666666666666,-25,0.9521988527724665,211,1.653250773993808,73,1.1511387163561078,2,1.0625,4.9,1.3356164383561644,4.800000000000001,1.2285714285714286,5.6,1.5544554455445545,0.29999999999999893,1.0208333333333333,-2.8999999999999986,0.8542713567839196,6.200000000000003,1.093233082706767,4.199999999999999,1.182608695652174,-5.0,0.7663551401869159,1.299999999999999,1.086092715231788,1.9000000000000021,1.0989583333333335,1.3647058823529412,1.3974193548387097,1.2932027649769586,1.7777777777777777,1.6732026151111112,1.283646888567294,1.3181818181818181,0.7266666666666667,0.9067796610169491,-15,0,1,-15
322,1,4,5,6.1,3.4,11.5,13.3,9.0,6.8,1,16,663,651,384,409,575,538,17.0,22.5,2035,2050,198,204,26.4,22.4,426,440,58.4,54.7,356,304,88,59,722,617,21.3,18.0,0,1,3,7,4,4,6.8,9.0,3,9,628,598,297,204,1843,1625,378,398,511,414,610,472,0,1,202,101,702,541,18,9,18.5,15.7,10.8,10.1,6.0,6.8,55.8,54.2,567,563,872,673,2.7,2.0,239,189,706,726,8,8,7.2,6.3,-47,0.8265682656826568,-113,0.8325925925925926,71,1.2119402985074628,64,1.1394335511982572,3,1.1,1.6999999999999993,1.1231884057971013,1.2999999999999972,1.0631067961165046,1.1000000000000014,1.0982142857142858,-1.799999999999999,0.8775510204081634,-0.5,0.9720670391061452,-6.599999999999994,0.9033674963396779,-2.8000000000000007,0.884297520661157,-1.6000000000000014,0.9148936170212765,0.5,1.0326797385620916,-0.8999999999999986,0.9547738693467337,1.205128205128205,1.2639791937581275,1.174390243902439,1.4285714285714286,1.2987012985714286,1.095816464237517,1.15234375,0.8529411764705882,0.9262672811059909,-15,1,1,-15
323,1,3,3,6.1,2.5,10.6,13.3,8.7,6.3,1,16,790,632,424,417,593,568,22.7,17.1,2061,1959,201,217,26.7,27.3,415,487,61.8,54.5,375,334,109,80,811,633,16.3,24.2,1,3,0,8,3,3,7.9,5.9,1,11,660,554,296,175,1923,1637,361,371,483,428,545,371,0,0,207,69,553,677,20,10,16.0,13.3,11.0,11.9,5.9,7.8,56.6,58.5,630,621,907,763,3.2,2.9,165,218,736,662,10,4,4.9,7.8,104,1.6265060240963856,293,1.612970711297071,186,1.6326530612244898,145,1.3460620525059666,6,1.2142857142857142,-1.1000000000000014,0.9281045751633986,1.2999999999999972,1.0575221238938053,3.5999999999999996,1.3428571428571427,-5.199999999999999,0.7011494252873564,-2.900000000000002,0.8571428571428571,-9.399999999999999,0.8657142857142858,-2.0,0.9152542372881356,-3.6999999999999993,0.8333333333333334,1.6000000000000014,1.1066666666666667,-0.40000000000000213,0.9797979797979797,1.3344827586206895,1.3621169916434541,1.3770491803278688,1.9411764705882353,1.598615916846733,1.0993103448275863,1.125,0.8389261744966443,1.0265486725663715,-15,1,1,-15
324,1,6,6,3.6,2.7,11.5,11.9,7.5,5.7,1,16,646,718,303,391,474,524,15.7,13.1,1968,1969,156,187,23.5,21.5,406,431,55.8,52.3,271,340,86,106,701,653,14.6,16.6,2,4,1,8,6,3,5.3,4.6,3,15,613,584,246,171,1733,1589,380,358,516,439,475,330,0,3,120,80,483,499,15,6,14.4,11.0,8.2,11.3,4.7,6.2,52.5,53.0,445,596,774,646,2.6,3.5,165,156,750,711,9,6,5.0,5.2,37,1.2681159420289856,126,1.3214285714285714,71,1.2057971014492754,38,1.0838852097130243,3,1.1,1.0,1.0684931506849316,-0.6000000000000014,0.9724770642201834,1.0999999999999996,1.0956521739130434,-2.0999999999999996,0.8541666666666667,-3.0999999999999996,0.8228571428571428,-5.999999999999993,0.9085365853658538,-1.0,0.9578059071729957,-6.399999999999999,0.678391959798995,-0.1999999999999993,0.9867549668874173,-0.8999999999999986,0.9538461538461539,1.3342435827416712,1.3971291866028708,1.173248407643312,2.0,1.818181818,1.2131147540983607,1.2679425837320575,0.7076923076923076,0.8200836820083683,-15,1,1,-15
325,1,6,0,3.3,2.6,13.8,11.3,9.2,4.6,2,15,785,635,482,451,664,561,24.8,19.2,2268,1977,180,199,23.7,22.6,413,436,63.5,47.8,396,313,135,122,749,643,20.2,17.8,0,4,2,7,4,0,9.0,7.8,4,11,652,594,293,147,1814,1607,440,361,490,478,572,381,2,0,106,84,646,569,15,11,17.9,11.9,12.4,9.8,5.6,6.2,56.7,50.2,715,611,757,722,4.2,3.8,200,200,793,663,9,10,6.3,6.3,38,1.151394422310757,181,1.295269168026101,158,1.5214521452145215,187,1.481958762886598,0,1.0,0.40000000000000036,1.0268456375838926,3.299999999999997,1.1641791044776117,4.9,1.5157894736842106,-0.6999999999999993,0.948529411764706,3.3000000000000007,1.1885714285714286,9.100000000000009,1.1472491909385114,4.100000000000001,1.1980676328502415,3.1999999999999993,1.1675392670157068,5.9,1.4876033057851241,1.7999999999999972,1.096774193548387,1.2659625540086414,1.3722304283604136,1.329627207325049,1.3333333333333333,1.3333333333333333,1.2657450076804917,1.3679245283018868,1.070921985815603,1.2373737373737372,-13,1,2,-13
326,1,4,2,4.9,3.5,10.8,13.3,7.1,5.9,2,15,641,721,415,373,561,504,20.6,19.0,1855,2155,222,147,25.1,22.6,423,300,51.6,58.5,395,366,88,106,562,610,18.6,20.5,0,1,4,7,3,2,7.8,7.3,5,8,534,544,228,184,1720,1784,345,412,374,446,502,474,1,0,158,107,595,637,16,12,15.7,15.3,12.3,11.8,6.9,4.7,53.8,57.5,615,510,803,701,2.8,3.4,178,224,631,779,8,9,5.6,7.2,24,1.105726872246696,72,1.1224489795918366,-33,0.9057142857142857,21,1.0541237113402062,1,1.032258064516129,-2.700000000000001,0.8124999999999999,-2.099999999999998,0.8934010152284265,-1.4000000000000004,0.8761061946902655,3.5,1.3608247422680413,1.1999999999999993,1.0736196319018405,-11.5,0.8345323741007195,-5.400000000000002,0.7848605577689243,2.6999999999999993,1.1636363636363636,0.3000000000000007,1.024,-0.8000000000000007,0.9542857142857143,0.96122361051271,0.9745145631067961,0.9111969111969112,1.173913043478261,1.1372282606717865,0.9305740987983978,0.943609022556391,1.0833333333333333,0.8583690987124464,-13,1,2,-13
